"","participant_private_id","condition1","testexpect","cr","fa","hit","miss","hr","zhr","zfa","dprime"
"308",1531918,"Sans Forgetica","high",37,0.212765957446809,37,10,0.787234042553192,0.796860738826714,-0.796860738826714,1.59372147765343
"309",1531929,"Arial","high",21,0.553191489361702,25,22,0.531914893617021,0.0800842957968131,0.133728811791069,-0.0536445159942559
"310",1531929,"Sans Forgetica","high",31,0.340425531914894,18,29,0.382978723404255,-0.297666850186396,-0.411302053760771,0.113635203574375
"311",1531931,"Arial","high",38,0.191489361702128,22,25,0.468085106382979,-0.0800842957968131,-0.87242104571719,0.792336749920377
"312",1531931,"Sans Forgetica","high",32,0.319148936170213,28,19,0.595744680851064,0.242347851741802,-0.470079986348763,0.712427838090565
"313",1531932,"Arial","high",24,0.48936170212766,45,2,0.957446808510638,1.72179653240106,-0.0266694193761599,1.74846595177722
"314",1531932,"Sans Forgetica","high",22,0.531914893617021,39,8,0.829787234042553,0.953324795893626,0.0800842957968131,0.873240500096813
"315",1531933,"Arial","high",20,0.574468085106383,39,8,0.829787234042553,0.953324795893626,0.187761229176118,0.765563566717508
"316",1531933,"Sans Forgetica","high",21,0.553191489361702,43,4,0.914893617021277,1.37152047280283,0.133728811791069,1.23779166101176
"317",1531940,"Arial","high",23,0.51063829787234,37,10,0.787234042553192,0.796860738826714,0.0266694193761598,0.770191319450554
"318",1531940,"Sans Forgetica","high",31,0.340425531914894,35,12,0.74468085106383,0.657844124431857,-0.411302053760771,1.06914617819263
"319",1531941,"Arial","high",44,0.0638297872340425,14,33,0.297872340425532,-0.530529760189066,-1.52339635071863,0.992866590529565
"320",1531941,"Sans Forgetica","high",47,0.01,16,31,0.340425531914894,-0.411302053760771,-2.32634787404084,1.91504582028007
"321",1531942,"Arial","high",28,0.404255319148936,22,25,0.468085106382979,-0.0800842957968131,-0.242347851741802,0.162263555944989
"322",1531942,"Sans Forgetica","high",26,0.446808510638298,34,13,0.723404255319149,0.592984553981632,-0.133728811791069,0.726713365772701
"323",1531944,"Arial","high",40,0.148936170212766,22,25,0.468085106382979,-0.0800842957968131,-1.04100691175612,0.960922615959305
"324",1531944,"Sans Forgetica","high",36,0.234042553191489,23,24,0.48936170212766,-0.0266694193761599,-0.725598230194562,0.698928810818402
"325",1531951,"Arial","high",21,0.553191489361702,25,22,0.531914893617021,0.0800842957968131,0.133728811791069,-0.0536445159942559
"326",1531951,"Sans Forgetica","high",22,0.531914893617021,33,14,0.702127659574468,0.530529760189066,0.0800842957968131,0.450445464392253
"327",1531962,"Arial","high",32,0.319148936170213,28,19,0.595744680851064,0.242347851741802,-0.470079986348763,0.712427838090565
"328",1531962,"Sans Forgetica","high",36,0.234042553191489,36,11,0.765957446808511,0.725598230194562,-0.725598230194562,1.45119646038912
"329",1531968,"Arial","high",26,0.446808510638298,23,24,0.48936170212766,-0.0266694193761599,-0.133728811791069,0.107059392414909
"330",1531968,"Sans Forgetica","high",23,0.51063829787234,30,17,0.638297872340426,0.353912771664911,0.0266694193761598,0.327243352288752
"331",1531969,"Arial","high",28,0.404255319148936,29,18,0.617021276595745,0.297666850186396,-0.242347851741802,0.540014701928198
"332",1531969,"Sans Forgetica","high",27,0.425531914893617,29,18,0.617021276595745,0.297666850186396,-0.187761229176118,0.485428079362514
"333",1531973,"Arial","high",24,0.48936170212766,19,28,0.404255319148936,-0.242347851741802,-0.0266694193761599,-0.215678432365642
"334",1531973,"Sans Forgetica","high",22,0.531914893617021,27,20,0.574468085106383,0.187761229176118,0.0800842957968131,0.107676933379305
"335",1531975,"Arial","high",28,0.404255319148936,35,12,0.74468085106383,0.657844124431857,-0.242347851741802,0.90019197617366
"336",1531975,"Sans Forgetica","high",22,0.531914893617021,33,14,0.702127659574468,0.530529760189066,0.0800842957968131,0.450445464392253
"337",1531980,"Arial","high",28,0.404255319148936,31,16,0.659574468085106,0.411302053760771,-0.242347851741802,0.653649905502573
"338",1531980,"Sans Forgetica","high",15,0.680851063829787,36,11,0.765957446808511,0.725598230194562,0.470079986348763,0.255518243845799
"339",1531982,"Arial","high",30,0.361702127659574,37,10,0.787234042553192,0.796860738826714,-0.353912771664911,1.15077351049163
"340",1531982,"Sans Forgetica","high",18,0.617021276595745,38,9,0.808510638297872,0.872421045717189,0.297666850186396,0.574754195530793
"341",1531983,"Arial","high",41,0.127659574468085,31,16,0.659574468085106,0.411302053760771,-1.13752435547256,1.54882640923333
"342",1531983,"Sans Forgetica","high",40,0.148936170212766,33,14,0.702127659574468,0.530529760189066,-1.04100691175612,1.57153667194518
"343",1531984,"Arial","high",20,0.574468085106383,38,9,0.808510638297872,0.872421045717189,0.187761229176118,0.684659816541071
"344",1531984,"Sans Forgetica","high",10,0.787234042553192,35,12,0.74468085106383,0.657844124431857,0.796860738826714,-0.139016614394856
"345",1531985,"Arial","high",35,0.25531914893617,36,11,0.765957446808511,0.725598230194562,-0.657844124431858,1.38344235462642
"346",1531985,"Sans Forgetica","high",35,0.25531914893617,43,4,0.914893617021277,1.37152047280283,-0.657844124431858,2.02936459723469
"347",1531986,"Arial","high",47,0.01,38,9,0.808510638297872,0.872421045717189,-2.32634787404084,3.19876891975803
"348",1531986,"Sans Forgetica","high",47,0.01,42,5,0.893617021276596,1.24599574462694,-2.32634787404084,3.57234361866778
"349",1531987,"Arial","high",37,0.212765957446809,19,28,0.404255319148936,-0.242347851741802,-0.796860738826714,0.554512887084912
"350",1531987,"Sans Forgetica","high",32,0.319148936170213,17,30,0.361702127659574,-0.353912771664911,-0.470079986348763,0.116167214683851
"351",1531988,"Arial","high",36,0.234042553191489,30,17,0.638297872340426,0.353912771664911,-0.725598230194562,1.07951100185947
"352",1531988,"Sans Forgetica","high",41,0.127659574468085,28,19,0.595744680851064,0.242347851741802,-1.13752435547256,1.37987220721436
"353",1531989,"Arial","high",37,0.212765957446809,27,20,0.574468085106383,0.187761229176118,-0.796860738826714,0.984621968002832
"354",1531989,"Sans Forgetica","high",28,0.404255319148936,35,12,0.74468085106383,0.657844124431857,-0.242347851741802,0.90019197617366
"355",1532152,"Arial","low",37,0.212765957446809,25,22,0.531914893617021,0.0800842957968131,-0.796860738826714,0.876945034623527
"356",1532152,"Sans Forgetica","low",20,0.574468085106383,23,24,0.48936170212766,-0.0266694193761599,0.187761229176118,-0.214430648552278
"357",1532156,"Arial","low",23,0.51063829787234,25,22,0.531914893617021,0.0800842957968131,0.0266694193761598,0.0534148764206533
"358",1532156,"Sans Forgetica","low",26,0.446808510638298,28,19,0.595744680851064,0.242347851741802,-0.133728811791069,0.376076663532871
"359",1532157,"Arial","low",26,0.446808510638298,34,13,0.723404255319149,0.592984553981632,-0.133728811791069,0.726713365772701
"360",1532157,"Sans Forgetica","low",28,0.404255319148936,36,11,0.765957446808511,0.725598230194562,-0.242347851741802,0.967946081936364
"361",1532158,"Arial","low",12,0.74468085106383,45,2,0.957446808510638,1.72179653240106,0.657844124431857,1.0639524079692
"362",1532158,"Sans Forgetica","low",17,0.638297872340426,47,NA,0.99,2.32634787404084,0.353912771664911,1.97243510237593
"363",1532160,"Arial","low",37,0.212765957446809,15,32,0.319148936170213,-0.470079986348763,-0.796860738826714,0.326780752477951
"364",1532160,"Sans Forgetica","low",7,0.851063829787234,38,9,0.808510638297872,0.872421045717189,1.04100691175612,-0.168585866038928
"365",1532175,"Arial","high",45,0.0425531914893617,7,40,0.148936170212766,-1.04100691175612,-1.72179653240106,0.680789620644943
"366",1532175,"Sans Forgetica","high",6,0.872340425531915,38,9,0.808510638297872,0.872421045717189,1.13752435547256,-0.265103309755367
"367",1532177,"Arial","high",38,0.191489361702128,40,7,0.851063829787234,1.04100691175612,-0.87242104571719,1.91342795747331
"368",1532177,"Sans Forgetica","high",35,0.25531914893617,40,7,0.851063829787234,1.04100691175612,-0.657844124431858,1.69885103618798
"369",1532178,"Arial","high",46,0.0212765957446809,43,4,0.914893617021277,1.37152047280283,-2.02806914493391,3.39958961773674
"370",1532178,"Sans Forgetica","high",43,0.0851063829787234,39,8,0.829787234042553,0.953324795893626,-1.37152047280283,2.32484526869646
"371",1532183,"Arial","high",36,0.234042553191489,26,21,0.553191489361702,0.133728811791069,-0.725598230194562,0.859327041985631
"372",1532183,"Sans Forgetica","high",16,0.659574468085106,38,9,0.808510638297872,0.872421045717189,0.411302053760771,0.461118991956418
"373",1532189,"Arial","high",33,0.297872340425532,27,20,0.574468085106383,0.187761229176118,-0.530529760189066,0.718290989365184
"374",1532189,"Sans Forgetica","high",26,0.446808510638298,40,7,0.851063829787234,1.04100691175612,-0.133728811791069,1.17473572354719
"375",1532209,"Arial","low",28,0.404255319148936,26,21,0.553191489361702,0.133728811791069,-0.242347851741802,0.376076663532871
"376",1532209,"Sans Forgetica","low",26,0.446808510638298,34,13,0.723404255319149,0.592984553981632,-0.133728811791069,0.726713365772701
"377",1532211,"Arial","low",1,0.978723404255319,47,NA,0.99,2.32634787404084,2.02806914493391,0.298278729106935
"378",1532211,"Sans Forgetica","low",47,0.01,NA,47,0.99,2.32634787404084,-2.32634787404084,4.65269574808168
"379",1532218,"Arial","high",29,0.382978723404255,29,18,0.617021276595745,0.297666850186396,-0.297666850186396,0.595333700372792
"380",1532218,"Sans Forgetica","high",23,0.51063829787234,38,9,0.808510638297872,0.872421045717189,0.0266694193761598,0.84575162634103
"381",1532220,"Arial","high",31,0.340425531914894,29,18,0.617021276595745,0.297666850186396,-0.411302053760771,0.708968903947167
"382",1532220,"Sans Forgetica","high",21,0.553191489361702,36,11,0.765957446808511,0.725598230194562,0.133728811791069,0.591869418403493
"383",1532226,"Arial","low",41,0.127659574468085,37,10,0.787234042553192,0.796860738826714,-1.13752435547256,1.93438509429927
"384",1532226,"Sans Forgetica","low",44,0.0638297872340425,40,7,0.851063829787234,1.04100691175612,-1.52339635071863,2.56440326247475
"385",1532271,"Arial","low",12,0.74468085106383,40,7,0.851063829787234,1.04100691175612,0.657844124431857,0.38316278732426
"386",1532271,"Sans Forgetica","low",10,0.787234042553192,44,3,0.936170212765957,1.52339635071863,0.796860738826714,0.726535611891918
"387",1532309,"Arial","low",34,0.276595744680851,19,28,0.404255319148936,-0.242347851741802,-0.592984553981632,0.35063670223983
"388",1532309,"Sans Forgetica","low",17,0.638297872340426,34,13,0.723404255319149,0.592984553981632,0.353912771664911,0.239071782316721
"389",1532543,"Arial","high",21,0.553191489361702,41,6,0.872340425531915,1.13752435547256,0.133728811791069,1.00379554368149
"390",1532543,"Sans Forgetica","high",35,0.25531914893617,32,15,0.680851063829787,0.470079986348763,-0.657844124431858,1.12792411078062
"391",1532550,"Arial","high",35,0.25531914893617,34,13,0.723404255319149,0.592984553981632,-0.657844124431858,1.25082867841349
"392",1532550,"Sans Forgetica","high",28,0.404255319148936,41,6,0.872340425531915,1.13752435547256,-0.242347851741802,1.37987220721436
"393",1690573,"Arial","high",45,0.0425531914893617,13,34,0.276595744680851,-0.592984553981632,-1.72179653240106,1.12881197841943
"394",1690573,"Sans Forgetica","high",41,0.127659574468085,21,26,0.446808510638298,-0.133728811791069,-1.13752435547256,1.00379554368149
"395",1690598,"Arial","high",39,0.170212765957447,36,11,0.765957446808511,0.725598230194562,-0.953324795893626,1.67892302608819
"396",1690598,"Sans Forgetica","high",37,0.212765957446809,34,13,0.723404255319149,0.592984553981632,-0.796860738826714,1.38984529280835
"397",1690606,"Arial","high",35,0.25531914893617,25,22,0.531914893617021,0.0800842957968131,-0.657844124431858,0.737928420228671
"398",1690606,"Sans Forgetica","high",29,0.382978723404255,33,14,0.702127659574468,0.530529760189066,-0.297666850186396,0.828196610375462
"399",1690607,"Arial","high",44,0.0638297872340425,13,34,0.276595744680851,-0.592984553981632,-1.52339635071863,0.930411796736999
"400",1690607,"Sans Forgetica","high",45,0.0425531914893617,21,26,0.446808510638298,-0.133728811791069,-1.72179653240106,1.58806772060999
"401",1690608,"Arial","high",25,0.468085106382979,36,11,0.765957446808511,0.725598230194562,-0.0800842957968131,0.805682525991375
"402",1690608,"Sans Forgetica","high",27,0.425531914893617,35,12,0.74468085106383,0.657844124431857,-0.187761229176118,0.845605353607975
"403",1690611,"Arial","high",34,0.276595744680851,39,8,0.829787234042553,0.953324795893626,-0.592984553981632,1.54630934987526
"404",1690611,"Sans Forgetica","high",34,0.276595744680851,37,10,0.787234042553192,0.796860738826714,-0.592984553981632,1.38984529280835
"405",1690623,"Arial","high",24,0.48936170212766,34,13,0.723404255319149,0.592984553981632,-0.0266694193761599,0.619653973357792
"406",1690623,"Sans Forgetica","high",28,0.404255319148936,31,16,0.659574468085106,0.411302053760771,-0.242347851741802,0.653649905502573
"407",1690626,"Arial","high",17,0.638297872340426,34,13,0.723404255319149,0.592984553981632,0.353912771664911,0.239071782316721
"408",1690626,"Sans Forgetica","high",29,0.382978723404255,38,9,0.808510638297872,0.872421045717189,-0.297666850186396,1.17008789590359
"409",1690629,"Arial","high",43,0.0851063829787234,6,41,0.127659574468085,-1.13752435547256,-1.37152047280283,0.233996117330275
"410",1690629,"Sans Forgetica","high",32,0.319148936170213,19,28,0.404255319148936,-0.242347851741802,-0.470079986348763,0.22773213460696
"411",1690640,"Arial","high",34,0.276595744680851,30,17,0.638297872340426,0.353912771664911,-0.592984553981632,0.946897325646543
"412",1690640,"Sans Forgetica","high",36,0.234042553191489,37,10,0.787234042553192,0.796860738826714,-0.725598230194562,1.52245896902128
"413",1690642,"Arial","high",40,0.148936170212766,15,32,0.319148936170213,-0.470079986348763,-1.04100691175612,0.570926925407355
"414",1690642,"Sans Forgetica","high",42,0.106382978723404,20,27,0.425531914893617,-0.187761229176118,-1.24599574462694,1.05823451545082
"415",1690644,"Arial","high",39,0.170212765957447,35,12,0.74468085106383,0.657844124431857,-0.953324795893626,1.61116892032548
"416",1690644,"Sans Forgetica","high",38,0.191489361702128,31,16,0.659574468085106,0.411302053760771,-0.87242104571719,1.28372309947796
"417",1690645,"Arial","high",32,0.319148936170213,28,19,0.595744680851064,0.242347851741802,-0.470079986348763,0.712427838090565
"418",1690645,"Sans Forgetica","high",26,0.446808510638298,22,25,0.468085106382979,-0.0800842957968131,-0.133728811791069,0.0536445159942559
"419",1690646,"Arial","high",33,0.297872340425532,24,23,0.51063829787234,0.0266694193761598,-0.530529760189066,0.557199179565226
"420",1690646,"Sans Forgetica","high",19,0.595744680851064,29,18,0.617021276595745,0.297666850186396,0.242347851741802,0.055318998444594
"421",1690649,"Arial","high",40,0.148936170212766,39,8,0.829787234042553,0.953324795893626,-1.04100691175612,1.99433170764974
"422",1690649,"Sans Forgetica","high",40,0.148936170212766,41,6,0.872340425531915,1.13752435547256,-1.04100691175612,2.17853126722867
"423",1690661,"Arial","high",37,0.212765957446809,16,31,0.340425531914894,-0.411302053760771,-0.796860738826714,0.385558685065943
"424",1690661,"Sans Forgetica","high",43,0.0851063829787234,23,24,0.48936170212766,-0.0266694193761599,-1.37152047280283,1.34485105342667
"425",1690666,"Arial","high",24,0.48936170212766,39,8,0.829787234042553,0.953324795893626,-0.0266694193761599,0.979994215269786
"426",1690666,"Sans Forgetica","high",19,0.595744680851064,35,12,0.74468085106383,0.657844124431857,0.242347851741802,0.415496272690055
"427",1690668,"Arial","high",44,0.0638297872340425,47,NA,0.99,2.32634787404084,-1.52339635071863,3.84974422475947
"428",1690668,"Sans Forgetica","high",44,0.0638297872340425,45,2,0.957446808510638,1.72179653240106,-1.52339635071863,3.24519288311969
"429",1690670,"Arial","high",30,0.361702127659574,27,20,0.574468085106383,0.187761229176118,-0.353912771664911,0.541674000841029
"430",1690670,"Sans Forgetica","high",24,0.48936170212766,28,19,0.595744680851064,0.242347851741802,-0.0266694193761599,0.269017271117962
"431",1690674,"Arial","high",33,0.297872340425532,19,28,0.404255319148936,-0.242347851741802,-0.530529760189066,0.288181908447264
"432",1690674,"Sans Forgetica","high",21,0.553191489361702,37,10,0.787234042553192,0.796860738826714,0.133728811791069,0.663131927035645
"433",1690675,"Arial","high",34,0.276595744680851,20,27,0.425531914893617,-0.187761229176118,-0.592984553981632,0.405223324805514
"434",1690675,"Sans Forgetica","high",25,0.468085106382979,35,12,0.74468085106383,0.657844124431857,-0.0800842957968131,0.73792842022867
"435",1690676,"Arial","high",31,0.340425531914894,34,13,0.723404255319149,0.592984553981632,-0.411302053760771,1.0042866077424
"436",1690676,"Sans Forgetica","high",28,0.404255319148936,35,12,0.74468085106383,0.657844124431857,-0.242347851741802,0.90019197617366
"437",1690680,"Arial","high",41,0.127659574468085,29,18,0.617021276595745,0.297666850186396,-1.13752435547256,1.43519120565895
"438",1690680,"Sans Forgetica","high",36,0.234042553191489,30,17,0.638297872340426,0.353912771664911,-0.725598230194562,1.07951100185947
"439",1690683,"Arial","high",38,0.191489361702128,24,23,0.51063829787234,0.0266694193761598,-0.87242104571719,0.89909046509335
"440",1690683,"Sans Forgetica","high",27,0.425531914893617,32,15,0.680851063829787,0.470079986348763,-0.187761229176118,0.657841215524881
"441",1690684,"Arial","high",17,0.638297872340426,36,11,0.765957446808511,0.725598230194562,0.353912771664911,0.371685458529651
"442",1690684,"Sans Forgetica","high",19,0.595744680851064,44,3,0.936170212765957,1.52339635071863,0.242347851741802,1.28104849897683
"443",1690690,"Arial","high",29,0.382978723404255,32,15,0.680851063829787,0.470079986348763,-0.297666850186396,0.767746836535159
"444",1690690,"Sans Forgetica","high",15,0.680851063829787,37,10,0.787234042553192,0.796860738826714,0.470079986348763,0.326780752477951
"445",1690691,"Arial","high",45,0.0425531914893617,22,25,0.468085106382979,-0.0800842957968131,-1.72179653240106,1.64171223660425
"446",1690691,"Sans Forgetica","high",34,0.276595744680851,37,10,0.787234042553192,0.796860738826714,-0.592984553981632,1.38984529280835
"447",1690695,"Arial","high",32,0.319148936170213,33,14,0.702127659574468,0.530529760189066,-0.470079986348763,1.00060974653783
"448",1690695,"Sans Forgetica","high",23,0.51063829787234,40,7,0.851063829787234,1.04100691175612,0.0266694193761598,1.01433749237996
"449",1690696,"Arial","high",46,0.0212765957446809,27,20,0.574468085106383,0.187761229176118,-2.02806914493391,2.21583037411002
"450",1690696,"Sans Forgetica","high",44,0.0638297872340425,38,9,0.808510638297872,0.872421045717189,-1.52339635071863,2.39581739643582
"451",1690699,"Arial","high",31,0.340425531914894,24,23,0.51063829787234,0.0266694193761598,-0.411302053760771,0.437971473136931
"452",1690699,"Sans Forgetica","high",25,0.468085106382979,25,22,0.531914893617021,0.0800842957968131,-0.0800842957968131,0.160168591593626
"453",1690700,"Arial","high",40,0.148936170212766,19,28,0.404255319148936,-0.242347851741802,-1.04100691175612,0.798659060014315
"454",1690700,"Sans Forgetica","high",38,0.191489361702128,27,20,0.574468085106383,0.187761229176118,-0.87242104571719,1.06018227489331
"455",1690704,"Arial","high",40,0.148936170212766,2,45,0.0425531914893617,-1.72179653240106,-1.04100691175612,-0.680789620644943
"456",1690704,"Sans Forgetica","high",39,0.170212765957447,22,25,0.468085106382979,-0.0800842957968131,-0.953324795893626,0.873240500096813
"457",1690708,"Arial","high",43,0.0851063829787234,12,35,0.25531914893617,-0.657844124431858,-1.37152047280283,0.713676348370974
"458",1690708,"Sans Forgetica","high",39,0.170212765957447,26,21,0.553191489361702,0.133728811791069,-0.953324795893626,1.0870536076847
"459",1690946,"Arial","high",40,0.148936170212766,32,15,0.680851063829787,0.470079986348763,-1.04100691175612,1.51108689810488
"460",1690946,"Sans Forgetica","high",35,0.25531914893617,31,16,0.659574468085106,0.411302053760771,-0.657844124431858,1.06914617819263
"461",1690957,"Arial","high",45,0.0425531914893617,17,30,0.361702127659574,-0.353912771664911,-1.72179653240106,1.36788376073615
"462",1690957,"Sans Forgetica","high",37,0.212765957446809,22,25,0.468085106382979,-0.0800842957968131,-0.796860738826714,0.716776443029901
